Ticker,Debt_to_Equity,Risk,Return,Revenue
CBRE,104.121,0.29929691106667367,0.181973745499227,39324999680.0
CCI,,0.2583227566136883,-0.10503354221321529,6419999744.0
CDNS,47.685,0.3920856996303486,0.2265596957586551,5212625920.0
CDW,250.867,0.3129269511379016,-0.1497615504524881,21878300672.0
CE,233.415,0.6690789428747537,-0.9760858219170832,9939000320.0
CEG,60.212,0.6197261031989038,0.7175715517927529,24820000768.0
CF,42.527,0.3324206306038759,0.056055071585009324,6447000064.0
CFG,,0.3511768994697744,0.30647810353283284,7442999808.0
CHD,56.855,0.21962392047044374,-0.14276177287814987,6141000192.0
CHRW,80.904,0.3725837744212506,0.488026012473662,16504784896.0
CHTR,497.907,0.4021459382400807,-0.44795521432525,55098998784.0
CI,81.021,0.3510364868158294,-0.10776710459222245,268077006848.0
CINF,5.732,0.25597378069816734,0.16388819820087203,12078000128.0
CL,680.048,0.21082100391722766,-0.17802515549888254,20096999424.0
CLX,604.979,0.21883912071740413,-0.34099316921342554,7104000000.0
CMA,,0.3611780497941098,0.31284680613338073,3233999872.0
CMCSA,101.462,0.28119741435872586,-0.38239126805888063,123310997504.0
CME,13.372,0.18532451637028102,0.23258941378723208,6385200128.0
CMG,154.574,0.37685099508829734,-0.5143632825434173,11787400192.0
CMI,68.065,0.31128103789075984,0.36826527790048186,33720000512.0
CMS,191.634,0.17191365215176613,0.10434069991672056,8295000064.0
CNC,83.51,0.572750827159485,-0.4262951941028742,167680000000.0
COF,,0.3953273903188695,0.4114577561883526,28885999616.0
COIN,48.559,0.832057026325708,0.9144427056666051,7370428928.0
COP,35.883,0.33145657296090136,-0.12094063996988848,59385999360.0
COST,34.066,0.2184185502879699,0.07603529072312092,275235012608.0
CPRT,1.127,0.2625786862418973,-0.16638844825918744,4646958080.0
CRL,82.039,0.5592311974636964,0.14245489172421397,4028614912.0
CRM,19.255,0.3386042683962218,-0.06989003266269012,39502000128.0
CSCO,63.282,0.22635923140936642,0.3428062488394642,56654000128.0
CSGP,13.126,0.33199332194284426,-0.007287143597717383,3056499968.0
CSL,144.759,0.344629153120629,-0.19913651894726725,5015099904.0
CSX,155.283,0.25683976861926416,0.12072741546331292,14122999808.0
CTAS,56.254,0.25687355619499497,-0.09163177105985162,10556716032.0
CTSH,7.854,0.26542381925135494,0.021145447727298154,20856999936.0
CTVA,13.877,0.27566933246217545,0.0628034217315712,17176999936.0
CVX,20.01,0.24703041975314866,0.07625354125051137,188730998784.0
D,154.315,0.22448840363571224,0.08766345330622595,15813000192.0
DHR,35.544,0.32829144185493037,-0.0854985654313749,24267999232.0
DIS,37.152,0.2948084397082681,0.21106874613937995,94535000064.0
DLTR,203.675,0.4313636992559363,0.510334896455751,18551099392.0
DOV,40.076,0.2781502910046782,-0.011081317991557935,7923358208.0
DOW,102.943,0.47676498120822886,-0.5437207290528873,40912998400.0
DRI,361.727,0.2948252251923352,0.18598998557825389,12364399616.0
DUK,170.004,0.1724060161245912,0.14733907151140183,30848000000.0
DVN,59.266,0.4151854133796597,-0.06402492041466164,16104999936.0
DXC,140.707,0.4316899473235951,-0.34644356540860916,12714000384.0
ECL,103.915,0.2028271256547028,0.08299912474820027,15890400256.0
ED,114.039,0.19676436146948936,0.028048080911732703,16154000384.0
EFX,94.824,0.36716469596738865,-0.16029749181179986,5943300096.0
EIX,204.02,0.34751675049378283,-0.28340059340641793,18087999488.0
EL,242.211,0.48720660567217705,0.48259617758730583,14446000128.0
ELV,72.823,0.3528187413391052,-0.20940173898157557,194819997696.0
EMN,90.603,0.39567493066685766,-0.43147858452537236,9285999616.0
EMR,74.771,0.31122293814294927,0.31129182285384727,17780000768.0
ENPH,123.979,0.7331538777483942,-0.81715632112596,1512376960.0
EOG,15.719,0.29084718144707294,-0.0763854993558337,22798000128.0
EQIX,147.969,0.2753272045319034,-0.013808758996395195,9075999744.0
EQR,76.237,0.23626304316108598,-0.10637675022406208,3078827008.0
ES,188.224,0.24473196060961627,0.24002307016811975,12991134720.0
ESS,115.144,0.2522595190247463,-0.031224304611907873,1916711040.0
ETSY,,0.5175897425483003,0.29188250029573554,2854027008.0
EW,6.624,0.24472792151489853,0.25528661918109563,5883800064.0
EXC,176.868,0.18755002344476232,0.2537252287975897,23765999616.0
EXPD,26.694,0.2632439769220169,0.06506293322238635,11273140224.0
EXPE,311.457,0.42781537396944813,0.3903642238411414,14017999872.0
EXR,94.252,0.2688717761862047,-0.14217995890919136,3421972992.0
F,346.673,0.3390959714261476,0.36202562514017966,189587996672.0
FANG,35.449,0.38810199320735933,-0.1409947404832935,13409999872.0
FAST,13.283,0.25137854835019563,0.10672425637142939,7997599744.0
FDX,,0.3250360195250803,0.006558236692175466,88590999552.0
FE,193.669,0.20343067992013905,0.16706358426937865,14282999808.0
FFIV,6.424,0.3175288701281994,0.12578288590287895,3088071936.0
FICO,,0.47868794564269435,-0.07429555474056371,1928926976.0
FIS,91.533,0.294458956976811,-0.30538321187003153,10316999680.0
FITB,,0.28963760905739994,0.047560874704933864,8125000192.0
FLT,,,,
FMC,122.645,0.6949688352005033,-1.1434736522477076,3608399872.0
FOX,60.136,0.30333609961724756,0.42164669850841824,16474000384.0
FOXA,60.136,0.3023758746467015,0.4519175926952197,16474000384.0
FRT,138.76,0.23724446524157006,-0.08138071449065915,1257395968.0
FSLR,9.893,0.6317856809247239,0.42417830925718414,5050625024.0
FTNT,52.839,0.4290505327710014,0.20164388243681838,6337900032.0
FTV,52.244,0.2629173058239203,-0.029669556558142476,6260299776.0
GD,40.419,0.22619450797611157,0.20031942660106433,51508998144.0
GE,115.246,0.3083879375668517,0.6477324603999962,43949998080.0
GEHC,105.127,0.3581061101655914,-0.08988522825467721,20245999616.0
GEN,377.717,0.27269455375243995,-0.018530823883219492,4227000064.0
GILD,115.492,0.2834389236152727,0.3798252176632881,29087000576.0
GIS,151.352,0.23103745351772859,-0.31516063944548106,19156000768.0
GLW,76.51,0.33330522948818775,0.7063759369200182,14915000320.0
GM,195.437,0.3832273266373384,0.3622734778905798,187435008000.0
GNRC,60.159,0.44735663982687535,0.055764574498171904,4352443904.0
GOOG,11.424,0.3221903117893944,0.5723491687590728,385476001792.0
GOOGL,11.424,0.32667335004190134,0.5810036200774296,385476001792.0
GPC,133.159,0.253951332319105,0.12801888450972598,24060899328.0
GPN,71.165,0.40789920397838747,-0.2180472882027157,10066208768.0
GRMN,2.342,0.3537779777599345,0.1300756998584347,6943124992.0
GS,586.142,0.33469631246606857,0.5103989768473092,57336999936.0
GWW,68.67,0.2389079719190382,-0.08987669627991592,17749999616.0
HAL,83.613,0.43709456264099383,0.08927783840078533,22136999936.0
HAS,765.053,0.360134712297277,0.24563772205237383,4357000192.0
HBAN,,0.32370579001838107,0.08926703413658642,7502000128.0
HCA,,0.2700522490094247,0.2875834929785682,74371997696.0
HD,580.591,0.22406293456119594,0.0036908214216247277,165054005248.0
HES,,,,
HIG,23.675,0.21734509961735288,0.15338523828432282,27917000704.0
HII,58.708,0.3712333551453707,0.6109693430604932,12012000256.0
HOLX,52.091,0.30247694955730364,-0.07883422261896063,4038899968.0
HON,215.247,0.25583870084250937,0.06455447947521538,40669999104.0
HOOD,161.174,0.7591687951210732,2.1117208795305205,3567000064.0
HPE,96.967,0.46265721801543536,0.3398934418594697,33074999296.0
HPQ,,0.37960410815141327,-0.17641001691666258,54711001088.0
HSIC,68.545,0.28298024735761157,-0.07369719119328556,12773000192.0
HSY,125.764,0.304817747488758,-0.01986653509593744,11489094656.0
HUM,70.626,0.455361694679657,0.20996847614155334,123109998592.0
HWM,65.176,0.3646022568793133,0.8065782577308951,7975000064.0
IBM,237.831,0.30238725356511287,0.46841314297130066,65401999360.0
ICE,67.954,0.1884045891510313,-0.03089624346229016,9749999616.0
IFF,47.451,0.291262423933959,-0.40663241717386256,11303000064.0
ILMN,108.19,0.5008033753228149,-0.1275890858068145,4288000000.0
INCY,0.887,0.3533992290498092,0.35965383540861806,4813105152.0
INTC,39.881,0.6300108015059589,0.7607216552022948,53439000576.0
INTU,,0.32138015958852595,0.14699272458099463,18830999552.0
IP,60.126,0.3752014128726269,-0.32364543255809336,24334000128.0
IPG,110.56,0.31078857533762344,-0.06905945127088313,8846600192.0
IQV,242.366,0.3890403731819843,0.09177035928382399,15904000000.0
IR,47.62,0.3253840806045909,-0.16709861725586136,7458299904.0
IRM,,0.33696148305878165,-0.0784783816302305,6443113984.0
ISRG,,0.35750592938552833,0.13359122766120932,9612000256.0
IT,186.789,0.40202108872171927,-0.6376887218741762,6420008960.0
ITW,278.654,0.22416014954597582,-0.033224896845647535,15882999808.0
IVZ,10.983,0.39903665678160766,0.42916074854241054,6278099968.0
J,63.387,0.2508081742409899,0.14816356195794808,11835288576.0
JBHT,53.131,0.41181589801159213,0.022786463752921392,12048818176.0
JCI,68.319,0.31055860971122695,0.48778708152809647,23402000384.0
JKHY,2.402,0.21754374435350812,-0.1670316416814033,2375288064.0
JNJ,57.766,0.19289349358805136,0.21596341000070257,92148998144.0
JNPR,,,,
JPM,,0.2685128365269484,0.40321916518549356,167126007808.0
K,145.099,0.07248926894783297,0.06154012271066608,12670000128.0
KDP,73.567,0.26659977962343673,-0.14018446770767667,16174000128.0
KEY,,0.3470749647891912,0.13620477743420015,5934000128.0
KEYS,48.748,0.3327853467007806,0.2504691892882846,5242999808.0
KHC,50.968,0.25545967837251354,-0.23150554926651,25163999232.0
KIM,78.195,0.2351608730171252,-0.10224149202456083,2123057024.0
KLAC,122.127,0.4252042066724853,0.7159785286468973,12524316672.0
KMB,500.068,0.24342289148591958,-0.20323100569398161,19723999232.0
KMI,102.138,0.26195255687465874,0.1421728353432674,16416000000.0
KO,144.771,0.1754914104131552,0.08886761148582795,47663001600.0
KR,271.402,0.25906753226741663,0.1750895892377007,147000000512.0
L,48.654,0.20212146435461736,0.2886657659495539,18265999360.0
LDOS,121.139,0.3023396821117423,0.09323830644022875,17052999680.0
LEN,24.892,0.3466655827559404,-0.25286771052260953,34766213120.0
LH,75.557,0.2382215927879352,0.1680439289892209,13765300224.0
LIN,64.673,0.18792915599582227,-0.07687776952563623,33504000000.0
LKQ,83.675,0.3376411954043235,-0.12159238974112904,14097000448.0
LLY,178.516,0.41048941741964284,0.20041818431287217,59419799552.0
LMT,358.987,0.26162100755594725,-0.04524084325654662,73348997120.0
LNT,158.251,0.18474939991784306,0.1962777066607523,4144000000.0
LOW,,0.24140655218329957,-0.06955825432785288,83612000256.0
LRCX,43.991,0.4758430253630598,0.9101455899212035,19591788544.0
LULU,40.178,0.5101159288079558,-0.5253690171727667,10904036352.0
LYB,124.319,0.3977726268374741,-0.44275884974909624,37778001920.0
MAA,87.122,0.21012714872781108,-0.11454301920405717,2203401984.0
MAR,,0.28702297912508584,0.07972333376388943,6783000064.0
MAS,1888.69,0.31164961447608175,-0.17487443929812355,7597000192.0
MCD,,0.1785069477499038,0.05137901316270985,26059999232.0
MCHP,80.129,0.5862177073637482,0.019168586424521725,4235800064.0
MCK,,0.2507943392683479,0.4857943372779395,377595002880.0
MCO,181.347,0.27216788416816395,0.10362403329425324,7501000192.0
MDT,59.437,0.21416313295178432,0.058217028026094644,34200000512.0
MET,172.245,0.28808475553596974,0.07872860262977545,73011003392.0
META,26.311,0.38227669571562817,0.20596701633615205,189458006016.0
MGM,913.283,0.41876241172722545,-0.04129158584606669,17278978048.0
MHK,28.031,0.3644718078621862,-0.14314500482580458,10722899968.0
MKC,75.356,0.2369749076792915,-0.1519341137703522,6787899904.0
MMM,281.904,0.3004151336442321,0.32177560174937425,24824999936.0
MO,,0.20081393599720904,0.1426628469613817,20166000640.0
MOS,36.763,0.386415467203205,0.06704772053386018,11253399552.0
MPC,129.105,0.3383908669452817,0.3854015508078251,133861998592.0
MPWR,,0.6110219272380845,0.4679429193561796,2660968960.0
MRK,72.161,0.2907523082975782,-0.1342102112194302,64234999808.0
MRNA,7.884,0.6832650595884407,-0.5390117395403397,3078000128.0
MS,438.541,0.3286728809824949,0.4290156833951168,68531998720.0
MSFT,33.154,0.2418916909261326,0.27513167965303126,293812011008.0
MSI,423.891,0.24256896020559696,-0.11939661636484242,11313000448.0
MU,28.343,0.6100987502813275,1.0397690563107667,37377998848.0
NCLH,929.5,0.4981241783717969,-0.0033692836489858853,9560993792.0
NDAQ,79.867,0.23883239046173485,0.1866500055778737,8168000000.0
NDSN,74.482,0.29287767449236685,-0.018301254364607684,2784348928.0
NEM,16.914,0.39073619601387605,0.6832312373901083,21503000576.0
NFLX,65.822,0.32986098833471844,0.4352175841712145,43378786304.0
NI,140.579,0.2041674157836908,0.2552761836955682,6327099904.0
NKE,82.128,0.39612284719476853,-0.11088963571774738,46440001536.0
NOC,109.401,0.27438592972893716,0.18306360490241289,40928002048.0
NOW,21.255,0.395351651250301,0.03300213915564177,12666999808.0
NRG,486.145,0.5523421193282796,0.855479310700367,29366999040.0
NSC,116.353,0.256352686405104,0.18142899324517697,12229999616.0
NTAP,281.538,0.3712014453199679,0.10343427991371998,6590000128.0
NUE,31.248,0.41256954971178433,0.1400668679389101,31882999808.0
NVDA,10.584,0.4944758153082216,0.5476546696711814,165217992704.0
NVR,25.972,0.27447754094443316,-0.23491602504281975,10582633472.0
NWS,31.313,0.2402949176952083,0.0614894669659719,8451999744.0
NWSA,31.313,0.23333761040093004,-0.019852569766807743,8451999744.0
O,73.557,0.17952905602732902,0.05439928240145148,5477163008.0
ODFL,1.994,0.4028024284124231,-0.3116203937487509,5574922240.0
OKE,152.218,0.3139370953816742,-0.282825221206108,31563999232.0
ORCL,452.534,0.5936080990969531,0.5985923204001637,59017998336.0
ORLY,,0.21111692225276454,0.19685170611155028,17463279616.0
OTIS,,0.24057275173450057,-0.05181314078025874,14309999616.0
OXY,66.823,0.3620937942729206,-0.12703771168569214,27150000128.0
PANW,5.335,0.3526070124604734,0.2585407345858676,9221499904.0
PAYX,126.47,0.24588155863524558,-0.13697921729666243,5793200128.0
PCAR,82.453,0.29154066179722576,0.009678699141388787,29531500544.0
PFE,69.703,0.26376425939726594,-0.016514039392929305,63833001984.0
PG,67.125,0.18702345668812917,-0.06640477419161583,84933001216.0
PGR,19.455,0.24991201251474252,-0.12003222054649569,85165998080.0
PH,69.286,0.3213672005661194,0.2543558233023258,19850000384.0
PHM,16.939,0.3520185869279321,-0.018351601377863635,17622999040.0
PKG,60.681,0.2699887967236989,-0.1035526319312238,8771800064.0
PLD,62.789,0.29340089074591674,0.16752567544330177,9100544000.0
PLTR,3.947,0.7166146608948878,1.8843325582766595,3440587008.0
PM,,0.2651272435016318,0.17747443318578804,39992000512.0
PNC,,0.26438001092692076,0.054131722821654196,21799000064.0
PPG,102.552,0.29506696813015704,-0.20930518139998347,15690000384.0
PRU,148.723,0.27676910924059606,-0.05756175131275521,57598001152.0
PSA,106.758,0.23069760797160047,-0.11584991846388877,4795182080.0
PSX,77.483,0.3546111582472782,0.23349791737827325,131953000448.0
PTC,40.187,0.330699672994922,0.10701911140743983,2471977984.0
PWR,71.612,0.3937422460947586,0.4786468373702635,27191171072.0
PXD,,,,
PYPL,60.239,0.3818314805647698,-0.061413020592630305,32861999104.0
QCOM,54.35,0.38480753190738437,0.18729646235348898,43256999936.0
RCL,203.878,0.44146446750409685,0.41938635924116735,17436999680.0
REGN,8.739,0.40518455435632894,-0.16934090688539888,14247799808.0
RF,,0.3130916147250532,0.12681095732563902,6944999936.0
RIVN,80.572,0.6232843439203205,0.44111239722859436,5151000064.0
ROK,106.808,0.3434394174676946,0.39927726087220666,8061199872.0
ROL,59.534,0.2161261225137607,0.2388524283952875,3680305920.0
ROP,47.288,0.2154623225732667,-0.16213737470945744,7720999936.0
ROST,88.407,0.25801633664890894,0.18258138080746955,21497755648.0
RSG,113.763,0.18504520572906297,0.05111824824710468,16501999616.0
RTX,61.315,0.27340076731283774,0.4687866572251384,85987999744.0
SBAC,,0.25266796610145675,-0.1177780376872778,2724524032.0
SBUX,,0.33231391633135166,-0.10238422292600419,36689301504.0
SCHW,111.866,0.26553144203224227,0.323710678517261,22914000896.0
SEDG,147.999,1.1149020879857416,1.2334124204719676,940561024.0
SHW,325.153,0.24531577934639076,-0.04245978326979911,23275599872.0
SIRI,89.192,0.4469564757961759,-0.02433285740855722,8552999936.0
SJM,137.159,0.30267907554478385,-0.006356884100021127,8714300416.0
SLB,47.459,0.3636186669845645,0.00983124143804446,35247001600.0
SNA,22.27,0.2522761479649259,0.07793219640538031,5115400192.0
SNPS,54.828,0.5698591848444051,0.018481185603112914,6435303936.0
SO,192.679,0.1765128997886363,0.10514036546408721,28913000448.0
SPG,838.545,0.2600206866077249,0.10958748556294072,6034414080.0
SPGI,31.784,0.23704667746971725,0.0586380578410214,15011999744.0
SRE,101.705,0.31362960554013203,0.2215598429617334,13336000512.0
STT,,0.2844342213763546,0.30976925664553595,13626000384.0
STX,,0.4855247575883702,1.1323601864277402,9557999616.0
STZ,135.429,0.31367542290861783,-0.53164299834755,9624000512.0
SWK,78.818,0.4443841641110642,-0.21458777264030618,15161600000.0
SWKS,21.368,0.49740975511741603,0.02534861151458799,4011699968.0
SYK,78.646,0.21606299371470544,0.008065336801470731,24380999680.0
SYY,690.715,0.2119831114125396,0.016146192918711267,82033999872.0
T,124.412,0.2292553666887145,0.1846922843648501,124479995904.0
TGT,132.309,0.39884444781265654,-0.3783581789735881,105640001536.0
TJX,147.992,0.17965282454834713,0.25146812177697486,57925001216.0
TMO,69.75,0.32503323479357404,0.07273374192332013,43735998464.0
TMUS,200.622,0.27802721605306335,-0.04551886615957189,85846999040.0
TROW,4.09,0.2950108028304516,-0.008472861614080169,7205199872.0
TSCO,222.382,0.28137835329864086,0.026032557169745865,15399257088.0
TSLA,17.082,0.6790315771348939,0.8939143339514339,95632998400.0
TSN,49.085,0.22343579919625944,-0.06386180364683905,54145998848.0
TT,55.305,0.283087005398264,0.22039852672900545,21051400192.0
TTWO,100.747,0.3037209311122051,0.5016112672844568,5799199744.0
TXN,84.477,0.40139987093488716,-0.12197154088735036,17265999872.0
TXT,55.332,0.286525793397936,0.016630330274904105,14236999680.0
UAL,218.897,0.5671090231198843,0.37780785422258545,58368999424.0
UDR,144.858,0.22884549098714282,-0.15154159721199312,1742477056.0
ULTA,87.863,0.3824430809897384,0.37362718662261135,11654554624.0
UNH,75.734,0.4863429940055371,-0.37243860160625397,435159007232.0
UNP,189.829,0.23615487305274616,0.0014838852469198835,24546000896.0
UPS,184.32,0.3246853616988054,-0.23377741065284938,89483001856.0
URI,169.022,0.37951376002921516,0.16802608749071413,15985999872.0
USB,,0.28387599415457226,0.07273085453380057,26012999680.0
V,66.398,0.22257222669935298,0.17726082830958892,40000000000.0
VFC,391.86,0.6821590161181542,-0.15869848478422371,9541055488.0
VICI,62.925,0.19033962428015389,0.021273250228196143,3969078016.0
VLO,39.561,0.3703454621326995,0.38374095603003316,116552998912.0
VMC,56.296,0.2422530096941833,0.10651142164694627,7882200064.0
VRSK,1295.046,0.2466677731122864,-0.21802871872474336,3029499904.0
VRTX,8.893,0.35841824942669875,-0.03695162796520999,11418800128.0
VTR,100.11,0.2273602067442471,0.1987075115844593,5544046080.0
VTRS,95.122,0.36274920773927427,0.029385334428179474,14115699712.0
VZ,164.799,0.21234875011739643,0.0501358249971478,137491005440.0
WAB,51.131,0.2853083660620143,0.12876178521290513,10785000448.0
WAT,73.86,0.363347655237917,-0.04856069263874347,3046055936.0
WBA,,,,
WBD,92.733,0.6470413955626155,1.2177073900490356,38441000960.0
WDC,,0.5186615314167746,1.3193274870562575,10126000128.0
WEC,151.448,0.17134921672672154,0.204150032981076,9547200512.0
WELL,46.211,0.21647480941885236,0.3516124455606747,9907853312.0
WFC,,0.3236438100295566,0.3934740616838877,79072002048.0
WHR,313.129,0.43739708417322376,-0.234728032696694,15562000384.0
WM,245.399,0.18428231892811145,-0.05465322268040101,24783998976.0
WMB,192.989,0.2734930874653712,0.19832737570827097,11363000320.0
WMT,68.719,0.24427153360955378,0.25088233388949693,693152972800.0
WRB,33.219,0.22279754501155288,0.2692311306806728,14654011392.0
WST,9.93,0.5634488549703085,0.06545927896220452,3017900032.0
WTW,75.685,0.21004616756486386,0.07029231014667116,9806999552.0
WY,58.233,0.27540626369424487,-0.2789076973918331,7072000000.0
XEL,159.282,0.20099122041687267,0.26667208346217214,14227999744.0
XOM,15.672,0.231639043762296,0.02074712493627109,326244990976.0
XYL,18.253,0.24667417757051072,0.2547739033985165,8894000128.0
YUM,,0.23337921084712238,0.09596940453786167,7907999744.0
ZBH,61.603,0.2642564741127519,-0.03801337023660634,7833800192.0
ZBRA,62.984,0.44689834845133936,-0.23367031082167575,5255000064.0
